candidate_id,job_id,resume_text,job_text,candidate_skills,required_skills,optional_skills,candidate_years,job_min_years,candidate_education,job_min_education,match_label
C0148,J006,"Candidate Candidate_148 has 1 years of experience. Primary skills include python, statistics, docker, power bi, git. Education level: bachelor.","Role Backend Engineer requires at least 5 years experience. Required skills: git, power bi, sql, python. Preferred skills: streamlit. Minimum education: phd.",python;statistics;docker;power bi;git,git;power bi;sql;python,streamlit,1,5,bachelor,phd,0
C0068,J028,"Candidate Candidate_68 has 6 years of experience. Primary skills include streamlit, python, etl, leadership, git, aws, nlp. Education level: phd.","Role AI Product Analyst requires at least 7 years experience. Required skills: aws, python, power bi, tableau, azure. Preferred skills: git, etl. Minimum education: phd.",streamlit;python;etl;leadership;git;aws;nlp,aws;python;power bi;tableau;azure,git;etl,6,7,phd,phd,1
C0103,J008,"Candidate Candidate_103 has 3 years of experience. Primary skills include tableau, etl, kubernetes, project management, leadership, docker, sql. Education level: high_school.","Role AI Product Analyst requires at least 6 years experience. Required skills: communication, spark, leadership, git. Preferred skills: power bi, nlp. Minimum education: phd.",tableau;etl;kubernetes;project management;leadership;docker;sql,communication;spark;leadership;git,power bi;nlp,3,6,high_school,phd,0
C0153,J024,"Candidate Candidate_153 has 3 years of experience. Primary skills include streamlit, fastapi, power bi, etl, tableau, docker, kubernetes, leadership. Education level: phd.","Role NLP Engineer requires at least 3 years experience. Required skills: deep learning, spark, power bi. Preferred skills: leadership, nlp, python. Minimum education: master.",streamlit;fastapi;power bi;etl;tableau;docker;kubernetes;leadership,deep learning;spark;power bi,leadership;nlp;python,3,3,phd,master,0
C0203,J005,"Candidate Candidate_203 has 6 years of experience. Primary skills include leadership, sql, etl, statistics, kubernetes, project management, python. Education level: master.","Role Data Scientist requires at least 3 years experience. Required skills: machine learning, kubernetes, azure, streamlit, nlp. Preferred skills: tableau, fastapi, project management. Minimum education: phd.",leadership;sql;etl;statistics;kubernetes;project management;python,machine learning;kubernetes;azure;streamlit;nlp,tableau;fastapi;project management,6,3,master,phd,0
C0139,J004,"Candidate Candidate_139 has 6 years of experience. Primary skills include docker, machine learning, communication, tableau, spark, sql, streamlit, python. Education level: high_school.","Role Analytics Lead requires at least 4 years experience. Required skills: deep learning, project management, nlp. Preferred skills: aws, git, power bi. Minimum education: master.",docker;machine learning;communication;tableau;spark;sql;streamlit;python,deep learning;project management;nlp,aws;git;power bi,6,4,high_school,master,0
C0194,J013,"Candidate Candidate_194 has 1 years of experience. Primary skills include docker, communication, statistics, python. Education level: phd.","Role Analytics Lead requires at least 2 years experience. Required skills: etl, statistics, sql, git, fastapi. Preferred skills: azure, tableau. Minimum education: master.",docker;communication;statistics;python,etl;statistics;sql;git;fastapi,azure;tableau,1,2,phd,master,0
C0124,J003,"Candidate Candidate_124 has 1 years of experience. Primary skills include aws, tableau, python, sql, power bi, etl, fastapi. Education level: master.","Role Analytics Lead requires at least 3 years experience. Required skills: communication, git, project management. Preferred skills: nlp, fastapi, aws. Minimum education: master.",aws;tableau;python;sql;power bi;etl;fastapi,communication;git;project management,nlp;fastapi;aws,1,3,master,master,0
C0144,J010,"Candidate Candidate_144 has 4 years of experience. Primary skills include azure, deep learning, communication, machine learning, git, power bi. Education level: high_school.","Role Data Scientist requires at least 6 years experience. Required skills: deep learning, sql, tableau, etl. Preferred skills: spark, docker, aws, power bi. Minimum education: bachelor.",azure;deep learning;communication;machine learning;git;power bi,deep learning;sql;tableau;etl,spark;docker;aws;power bi,4,6,high_school,bachelor,0
C0018,J005,"Candidate Candidate_18 has 5 years of experience. Primary skills include power bi, leadership, python, deep learning, statistics, communication, spark, etl. Education level: master.","Role Data Scientist requires at least 3 years experience. Required skills: machine learning, kubernetes, azure, streamlit, nlp. Preferred skills: tableau, fastapi, project management. Minimum education: phd.",power bi;leadership;python;deep learning;statistics;communication;spark;etl,machine learning;kubernetes;azure;streamlit;nlp,tableau;fastapi;project management,5,3,master,phd,0
C0211,J006,"Candidate Candidate_211 has 5 years of experience. Primary skills include spark, machine learning, git, aws, tableau, project management, sql, fastapi, communication. Education level: master.","Role Backend Engineer requires at least 5 years experience. Required skills: git, power bi, sql, python. Preferred skills: streamlit. Minimum education: phd.",spark;machine learning;git;aws;tableau;project management;sql;fastapi;communication,git;power bi;sql;python,streamlit,5,5,master,phd,0
C0193,J015,"Candidate Candidate_193 has 4 years of experience. Primary skills include machine learning, aws, kubernetes, communication, nlp, spark. Education level: phd.","Role Analytics Lead requires at least 3 years experience. Required skills: project management, sql, streamlit, fastapi, nlp, statistics. Preferred skills: leadership, communication. Minimum education: phd.",machine learning;aws;kubernetes;communication;nlp;spark,project management;sql;streamlit;fastapi;nlp;statistics,leadership;communication,4,3,phd,phd,0
C0099,J011,"Candidate Candidate_99 has 4 years of experience. Primary skills include python, spark, communication, leadership, tableau. Education level: high_school.","Role Backend Engineer requires at least 8 years experience. Required skills: project management, communication, leadership, tableau, fastapi, python. Preferred skills: etl. Minimum education: bachelor.",python;spark;communication;leadership;tableau,project management;communication;leadership;tableau;fastapi;python,etl,4,8,high_school,bachelor,0
C0143,J018,"Candidate Candidate_143 has 0 years of experience. Primary skills include statistics, fastapi, git, sql. Education level: phd.","Role Data Scientist requires at least 6 years experience. Required skills: aws, project management, etl, nlp, docker, python. Preferred skills: deep learning, azure, communication. Minimum education: master.",statistics;fastapi;git;sql,aws;project management;etl;nlp;docker;python,deep learning;azure;communication,0,6,phd,master,0
C0087,J007,"Candidate Candidate_87 has 6 years of experience. Primary skills include docker, etl, git, tableau, statistics, fastapi. Education level: master.","Role ML Engineer requires at least 8 years experience. Required skills: git, python, leadership, tableau, project management, docker. Preferred skills: etl. Minimum education: bachelor.",docker;etl;git;tableau;statistics;fastapi,git;python;leadership;tableau;project management;docker,etl,6,8,master,bachelor,1
C0069,J004,"Candidate Candidate_69 has 5 years of experience. Primary skills include fastapi, git, docker, leadership, streamlit, nlp, azure. Education level: phd.","Role Analytics Lead requires at least 4 years experience. Required skills: deep learning, project management, nlp. Preferred skills: aws, git, power bi. Minimum education: master.",fastapi;git;docker;leadership;streamlit;nlp;azure,deep learning;project management;nlp,aws;git;power bi,5,4,phd,master,0
C0192,J024,"Candidate Candidate_192 has 6 years of experience. Primary skills include nlp, kubernetes, sql, leadership, statistics, streamlit, fastapi, project management. Education level: high_school.","Role NLP Engineer requires at least 3 years experience. Required skills: deep learning, spark, power bi. Preferred skills: leadership, nlp, python. Minimum education: master.",nlp;kubernetes;sql;leadership;statistics;streamlit;fastapi;project management,deep learning;spark;power bi,leadership;nlp;python,6,3,high_school,master,0
C0129,J003,"Candidate Candidate_129 has 4 years of experience. Primary skills include spark, kubernetes, communication, tableau, azure, leadership, git, docker, sql. Education level: bachelor.","Role Analytics Lead requires at least 3 years experience. Required skills: communication, git, project management. Preferred skills: nlp, fastapi, aws. Minimum education: master.",spark;kubernetes;communication;tableau;azure;leadership;git;docker;sql,communication;git;project management,nlp;fastapi;aws,4,3,bachelor,master,0
C0220,J002,"Candidate Candidate_220 has 4 years of experience. Primary skills include statistics, machine learning, fastapi, tableau, project management, spark, streamlit, git, etl. Education level: bachelor.","Role AI Product Analyst requires at least 2 years experience. Required skills: fastapi, nlp, machine learning, git, tableau, azure. Preferred skills: leadership, project management, spark. Minimum education: bachelor.",statistics;machine learning;fastapi;tableau;project management;spark;streamlit;git;etl,fastapi;nlp;machine learning;git;tableau;azure,leadership;project management;spark,4,2,bachelor,bachelor,1
C0119,J014,"Candidate Candidate_119 has 7 years of experience. Primary skills include sql, nlp, project management, power bi, deep learning, spark, communication. Education level: phd.","Role Analytics Lead requires at least 3 years experience. Required skills: fastapi, kubernetes, deep learning, nlp, git, azure. Preferred skills: power bi, statistics. Minimum education: bachelor.",sql;nlp;project management;power bi;deep learning;spark;communication,fastapi;kubernetes;deep learning;nlp;git;azure,power bi;statistics,7,3,phd,bachelor,0
C0218,J003,"Candidate Candidate_218 has 3 years of experience. Primary skills include kubernetes, communication, azure, tableau, leadership, deep learning. Education level: high_school.","Role Analytics Lead requires at least 3 years experience. Required skills: communication, git, project management. Preferred skills: nlp, fastapi, aws. Minimum education: master.",kubernetes;communication;azure;tableau;leadership;deep learning,communication;git;project management,nlp;fastapi;aws,3,3,high_school,master,0
C0007,J009,"Candidate Candidate_7 has 7 years of experience. Primary skills include azure, machine learning, sql, docker, tableau, fastapi, spark, deep learning. Education level: high_school.","Role Backend Engineer requires at least 5 years experience. Required skills: etl, nlp, statistics, project management, deep learning. Preferred skills: docker, communication. Minimum education: master.",azure;machine learning;sql;docker;tableau;fastapi;spark;deep learning,etl;nlp;statistics;project management;deep learning,docker;communication,7,5,high_school,master,0
C0079,J023,"Candidate Candidate_79 has 4 years of experience. Primary skills include tableau, deep learning, sql, statistics. Education level: phd.","Role Backend Engineer requires at least 4 years experience. Required skills: fastapi, kubernetes, nlp, deep learning, docker. Preferred skills: sql, project management. Minimum education: phd.",tableau;deep learning;sql;statistics,fastapi;kubernetes;nlp;deep learning;docker,sql;project management,4,4,phd,phd,0
C0145,J014,"Candidate Candidate_145 has 5 years of experience. Primary skills include power bi, docker, nlp, azure. Education level: high_school.","Role Analytics Lead requires at least 3 years experience. Required skills: fastapi, kubernetes, deep learning, nlp, git, azure. Preferred skills: power bi, statistics. Minimum education: bachelor.",power bi;docker;nlp;azure,fastapi;kubernetes;deep learning;nlp;git;azure,power bi;statistics,5,3,high_school,bachelor,0
C0052,J019,"Candidate Candidate_52 has 3 years of experience. Primary skills include power bi, spark, project management, deep learning, etl, communication, tableau, fastapi, nlp. Education level: high_school.","Role NLP Engineer requires at least 6 years experience. Required skills: azure, spark, project management, leadership, sql, statistics. Preferred skills: . Minimum education: phd.",power bi;spark;project management;deep learning;etl;communication;tableau;fastapi;nlp,azure;spark;project management;leadership;sql;statistics,,3,6,high_school,phd,0
C0157,J019,"Candidate Candidate_157 has 8 years of experience. Primary skills include machine learning, git, streamlit, spark. Education level: high_school.","Role NLP Engineer requires at least 6 years experience. Required skills: azure, spark, project management, leadership, sql, statistics. Preferred skills: . Minimum education: phd.",machine learning;git;streamlit;spark,azure;spark;project management;leadership;sql;statistics,,8,6,high_school,phd,0
C0026,J019,"Candidate Candidate_26 has 4 years of experience. Primary skills include spark, git, communication, sql, deep learning, python. Education level: phd.","Role NLP Engineer requires at least 6 years experience. Required skills: azure, spark, project management, leadership, sql, statistics. Preferred skills: . Minimum education: phd.",spark;git;communication;sql;deep learning;python,azure;spark;project management;leadership;sql;statistics,,4,6,phd,phd,0
C0015,J009,"Candidate Candidate_15 has 0 years of experience. Primary skills include kubernetes, fastapi, python, deep learning, git, etl, power bi, aws. Education level: high_school.","Role Backend Engineer requires at least 5 years experience. Required skills: etl, nlp, statistics, project management, deep learning. Preferred skills: docker, communication. Minimum education: master.",kubernetes;fastapi;python;deep learning;git;etl;power bi;aws,etl;nlp;statistics;project management;deep learning,docker;communication,0,5,high_school,master,0
C0097,J013,"Candidate Candidate_97 has 5 years of experience. Primary skills include etl, communication, streamlit, tableau, spark, nlp, project management, leadership. Education level: high_school.","Role Analytics Lead requires at least 2 years experience. Required skills: etl, statistics, sql, git, fastapi. Preferred skills: azure, tableau. Minimum education: master.",etl;communication;streamlit;tableau;spark;nlp;project management;leadership,etl;statistics;sql;git;fastapi,azure;tableau,5,2,high_school,master,0
C0217,J013,"Candidate Candidate_217 has 2 years of experience. Primary skills include kubernetes, docker, deep learning, python, aws, streamlit, git, azure, spark. Education level: high_school.","Role Analytics Lead requires at least 2 years experience. Required skills: etl, statistics, sql, git, fastapi. Preferred skills: azure, tableau. Minimum education: master.",kubernetes;docker;deep learning;python;aws;streamlit;git;azure;spark,etl;statistics;sql;git;fastapi,azure;tableau,2,2,high_school,master,0
C0179,J022,"Candidate Candidate_179 has 3 years of experience. Primary skills include streamlit, azure, power bi, leadership, nlp, python, docker. Education level: high_school.","Role Backend Engineer requires at least 8 years experience. Required skills: etl, statistics, nlp, tableau, sql, fastapi. Preferred skills: machine learning, communication, kubernetes. Minimum education: bachelor.",streamlit;azure;power bi;leadership;nlp;python;docker,etl;statistics;nlp;tableau;sql;fastapi,machine learning;communication;kubernetes,3,8,high_school,bachelor,0
C0157,J004,"Candidate Candidate_157 has 8 years of experience. Primary skills include machine learning, git, streamlit, spark. Education level: high_school.","Role Analytics Lead requires at least 4 years experience. Required skills: deep learning, project management, nlp. Preferred skills: aws, git, power bi. Minimum education: master.",machine learning;git;streamlit;spark,deep learning;project management;nlp,aws;git;power bi,8,4,high_school,master,0
C0064,J009,"Candidate Candidate_64 has 1 years of experience. Primary skills include leadership, communication, kubernetes, docker, fastapi. Education level: phd.","Role Backend Engineer requires at least 5 years experience. Required skills: etl, nlp, statistics, project management, deep learning. Preferred skills: docker, communication. Minimum education: master.",leadership;communication;kubernetes;docker;fastapi,etl;nlp;statistics;project management;deep learning,docker;communication,1,5,phd,master,0
C0082,J028,"Candidate Candidate_82 has 5 years of experience. Primary skills include spark, streamlit, kubernetes, power bi, docker, git, sql. Education level: master.","Role AI Product Analyst requires at least 7 years experience. Required skills: aws, python, power bi, tableau, azure. Preferred skills: git, etl. Minimum education: phd.",spark;streamlit;kubernetes;power bi;docker;git;sql,aws;python;power bi;tableau;azure,git;etl,5,7,master,phd,0
C0111,J019,"Candidate Candidate_111 has 0 years of experience. Primary skills include leadership, deep learning, python, docker, aws, nlp, kubernetes. Education level: high_school.","Role NLP Engineer requires at least 6 years experience. Required skills: azure, spark, project management, leadership, sql, statistics. Preferred skills: . Minimum education: phd.",leadership;deep learning;python;docker;aws;nlp;kubernetes,azure;spark;project management;leadership;sql;statistics,,0,6,high_school,phd,0
C0201,J004,"Candidate Candidate_201 has 5 years of experience. Primary skills include project management, streamlit, docker, nlp, tableau, azure, python, leadership, aws. Education level: bachelor.","Role Analytics Lead requires at least 4 years experience. Required skills: deep learning, project management, nlp. Preferred skills: aws, git, power bi. Minimum education: master.",project management;streamlit;docker;nlp;tableau;azure;python;leadership;aws,deep learning;project management;nlp,aws;git;power bi,5,4,bachelor,master,1
C0192,J016,"Candidate Candidate_192 has 6 years of experience. Primary skills include nlp, kubernetes, sql, leadership, statistics, streamlit, fastapi, project management. Education level: high_school.","Role BI Engineer requires at least 8 years experience. Required skills: power bi, git, aws, etl. Preferred skills: tableau, streamlit, project management. Minimum education: phd.",nlp;kubernetes;sql;leadership;statistics;streamlit;fastapi;project management,power bi;git;aws;etl,tableau;streamlit;project management,6,8,high_school,phd,0
C0027,J004,"Candidate Candidate_27 has 1 years of experience. Primary skills include power bi, deep learning, docker, azure, project management, kubernetes, fastapi, machine learning, leadership. Education level: bachelor.","Role Analytics Lead requires at least 4 years experience. Required skills: deep learning, project management, nlp. Preferred skills: aws, git, power bi. Minimum education: master.",power bi;deep learning;docker;azure;project management;kubernetes;fastapi;machine learning;leadership,deep learning;project management;nlp,aws;git;power bi,1,4,bachelor,master,0
C0137,J023,"Candidate Candidate_137 has 2 years of experience. Primary skills include python, kubernetes, fastapi, deep learning, communication, aws, power bi. Education level: master.","Role Backend Engineer requires at least 4 years experience. Required skills: fastapi, kubernetes, nlp, deep learning, docker. Preferred skills: sql, project management. Minimum education: phd.",python;kubernetes;fastapi;deep learning;communication;aws;power bi,fastapi;kubernetes;nlp;deep learning;docker,sql;project management,2,4,master,phd,0
C0108,J016,"Candidate Candidate_108 has 4 years of experience. Primary skills include machine learning, power bi, kubernetes, streamlit, deep learning, etl, azure. Education level: high_school.","Role BI Engineer requires at least 8 years experience. Required skills: power bi, git, aws, etl. Preferred skills: tableau, streamlit, project management. Minimum education: phd.",machine learning;power bi;kubernetes;streamlit;deep learning;etl;azure,power bi;git;aws;etl,tableau;streamlit;project management,4,8,high_school,phd,0
C0185,J022,"Candidate Candidate_185 has 4 years of experience. Primary skills include project management, machine learning, spark, git, statistics. Education level: high_school.","Role Backend Engineer requires at least 8 years experience. Required skills: etl, statistics, nlp, tableau, sql, fastapi. Preferred skills: machine learning, communication, kubernetes. Minimum education: bachelor.",project management;machine learning;spark;git;statistics,etl;statistics;nlp;tableau;sql;fastapi,machine learning;communication;kubernetes,4,8,high_school,bachelor,0
C0168,J020,"Candidate Candidate_168 has 8 years of experience. Primary skills include kubernetes, tableau, power bi, deep learning, python. Education level: phd.","Role BI Engineer requires at least 5 years experience. Required skills: power bi, aws, communication, git, statistics, project management. Preferred skills: kubernetes, leadership, azure, docker. Minimum education: phd.",kubernetes;tableau;power bi;deep learning;python,power bi;aws;communication;git;statistics;project management,kubernetes;leadership;azure;docker,8,5,phd,phd,0
C0112,J008,"Candidate Candidate_112 has 4 years of experience. Primary skills include spark, machine learning, docker, deep learning, communication, sql, power bi, streamlit. Education level: phd.","Role AI Product Analyst requires at least 6 years experience. Required skills: communication, spark, leadership, git. Preferred skills: power bi, nlp. Minimum education: phd.",spark;machine learning;docker;deep learning;communication;sql;power bi;streamlit,communication;spark;leadership;git,power bi;nlp,4,6,phd,phd,0
C0110,J015,"Candidate Candidate_110 has 4 years of experience. Primary skills include azure, kubernetes, fastapi, nlp. Education level: master.","Role Analytics Lead requires at least 3 years experience. Required skills: project management, sql, streamlit, fastapi, nlp, statistics. Preferred skills: leadership, communication. Minimum education: phd.",azure;kubernetes;fastapi;nlp,project management;sql;streamlit;fastapi;nlp;statistics,leadership;communication,4,3,master,phd,0
C0194,J009,"Candidate Candidate_194 has 1 years of experience. Primary skills include docker, communication, statistics, python. Education level: phd.","Role Backend Engineer requires at least 5 years experience. Required skills: etl, nlp, statistics, project management, deep learning. Preferred skills: docker, communication. Minimum education: master.",docker;communication;statistics;python,etl;nlp;statistics;project management;deep learning,docker;communication,1,5,phd,master,0
C0041,J004,"Candidate Candidate_41 has 6 years of experience. Primary skills include power bi, azure, kubernetes, project management, leadership, nlp, spark, python, sql. Education level: phd.","Role Analytics Lead requires at least 4 years experience. Required skills: deep learning, project management, nlp. Preferred skills: aws, git, power bi. Minimum education: master.",power bi;azure;kubernetes;project management;leadership;nlp;spark;python;sql,deep learning;project management;nlp,aws;git;power bi,6,4,phd,master,0
C0019,J025,"Candidate Candidate_19 has 2 years of experience. Primary skills include sql, docker, machine learning, fastapi, leadership. Education level: high_school.","Role MLOps Engineer requires at least 1 years experience. Required skills: azure, tableau, power bi, streamlit, sql, communication. Preferred skills: docker. Minimum education: bachelor.",sql;docker;machine learning;fastapi;leadership,azure;tableau;power bi;streamlit;sql;communication,docker,2,1,high_school,bachelor,0
C0176,J025,"Candidate Candidate_176 has 6 years of experience. Primary skills include streamlit, communication, power bi, fastapi, nlp, docker, sql, git. Education level: phd.","Role MLOps Engineer requires at least 1 years experience. Required skills: azure, tableau, power bi, streamlit, sql, communication. Preferred skills: docker. Minimum education: bachelor.",streamlit;communication;power bi;fastapi;nlp;docker;sql;git,azure;tableau;power bi;streamlit;sql;communication,docker,6,1,phd,bachelor,1
C0024,J020,"Candidate Candidate_24 has 1 years of experience. Primary skills include docker, kubernetes, leadership, azure, nlp, statistics, tableau, spark. Education level: phd.","Role BI Engineer requires at least 5 years experience. Required skills: power bi, aws, communication, git, statistics, project management. Preferred skills: kubernetes, leadership, azure, docker. Minimum education: phd.",docker;kubernetes;leadership;azure;nlp;statistics;tableau;spark,power bi;aws;communication;git;statistics;project management,kubernetes;leadership;azure;docker,1,5,phd,phd,0
C0186,J020,"Candidate Candidate_186 has 6 years of experience. Primary skills include tableau, aws, azure, power bi, leadership, deep learning. Education level: bachelor.","Role BI Engineer requires at least 5 years experience. Required skills: power bi, aws, communication, git, statistics, project management. Preferred skills: kubernetes, leadership, azure, docker. Minimum education: phd.",tableau;aws;azure;power bi;leadership;deep learning,power bi;aws;communication;git;statistics;project management,kubernetes;leadership;azure;docker,6,5,bachelor,phd,0
C0203,J012,"Candidate Candidate_203 has 6 years of experience. Primary skills include leadership, sql, etl, statistics, kubernetes, project management, python. Education level: master.","Role BI Engineer requires at least 7 years experience. Required skills: sql, git, tableau, leadership, project management. Preferred skills: fastapi, python, deep learning. Minimum education: bachelor.",leadership;sql;etl;statistics;kubernetes;project management;python,sql;git;tableau;leadership;project management,fastapi;python;deep learning,6,7,master,bachelor,1
C0203,J008,"Candidate Candidate_203 has 6 years of experience. Primary skills include leadership, sql, etl, statistics, kubernetes, project management, python. Education level: master.","Role AI Product Analyst requires at least 6 years experience. Required skills: communication, spark, leadership, git. Preferred skills: power bi, nlp. Minimum education: phd.",leadership;sql;etl;statistics;kubernetes;project management;python,communication;spark;leadership;git,power bi;nlp,6,6,master,phd,0
C0044,J004,"Candidate Candidate_44 has 3 years of experience. Primary skills include streamlit, fastapi, nlp, spark, git, python. Education level: master.","Role Analytics Lead requires at least 4 years experience. Required skills: deep learning, project management, nlp. Preferred skills: aws, git, power bi. Minimum education: master.",streamlit;fastapi;nlp;spark;git;python,deep learning;project management;nlp,aws;git;power bi,3,4,master,master,0
C0022,J008,"Candidate Candidate_22 has 4 years of experience. Primary skills include communication, deep learning, docker, fastapi, machine learning, aws, python, tableau. Education level: bachelor.","Role AI Product Analyst requires at least 6 years experience. Required skills: communication, spark, leadership, git. Preferred skills: power bi, nlp. Minimum education: phd.",communication;deep learning;docker;fastapi;machine learning;aws;python;tableau,communication;spark;leadership;git,power bi;nlp,4,6,bachelor,phd,0
C0062,J023,"Candidate Candidate_62 has 4 years of experience. Primary skills include fastapi, docker, deep learning, communication. Education level: bachelor.","Role Backend Engineer requires at least 4 years experience. Required skills: fastapi, kubernetes, nlp, deep learning, docker. Preferred skills: sql, project management. Minimum education: phd.",fastapi;docker;deep learning;communication,fastapi;kubernetes;nlp;deep learning;docker,sql;project management,4,4,bachelor,phd,0
C0061,J019,"Candidate Candidate_61 has 3 years of experience. Primary skills include spark, docker, aws, project management. Education level: phd.","Role NLP Engineer requires at least 6 years experience. Required skills: azure, spark, project management, leadership, sql, statistics. Preferred skills: . Minimum education: phd.",spark;docker;aws;project management,azure;spark;project management;leadership;sql;statistics,,3,6,phd,phd,0
C0131,J004,"Candidate Candidate_131 has 1 years of experience. Primary skills include python, streamlit, sql, leadership, tableau, etl. Education level: bachelor.","Role Analytics Lead requires at least 4 years experience. Required skills: deep learning, project management, nlp. Preferred skills: aws, git, power bi. Minimum education: master.",python;streamlit;sql;leadership;tableau;etl,deep learning;project management;nlp,aws;git;power bi,1,4,bachelor,master,0
C0210,J009,"Candidate Candidate_210 has 12 years of experience. Primary skills include aws, leadership, streamlit, statistics, kubernetes, etl. Education level: high_school.","Role Backend Engineer requires at least 5 years experience. Required skills: etl, nlp, statistics, project management, deep learning. Preferred skills: docker, communication. Minimum education: master.",aws;leadership;streamlit;statistics;kubernetes;etl,etl;nlp;statistics;project management;deep learning,docker;communication,12,5,high_school,master,0
C0074,J006,"Candidate Candidate_74 has 7 years of experience. Primary skills include python, fastapi, sql, statistics, docker, power bi, streamlit. Education level: high_school.","Role Backend Engineer requires at least 5 years experience. Required skills: git, power bi, sql, python. Preferred skills: streamlit. Minimum education: phd.",python;fastapi;sql;statistics;docker;power bi;streamlit,git;power bi;sql;python,streamlit,7,5,high_school,phd,1
C0126,J023,"Candidate Candidate_126 has 9 years of experience. Primary skills include aws, machine learning, etl, docker, leadership. Education level: bachelor.","Role Backend Engineer requires at least 4 years experience. Required skills: fastapi, kubernetes, nlp, deep learning, docker. Preferred skills: sql, project management. Minimum education: phd.",aws;machine learning;etl;docker;leadership,fastapi;kubernetes;nlp;deep learning;docker,sql;project management,9,4,bachelor,phd,0
C0006,J026,"Candidate Candidate_6 has 3 years of experience. Primary skills include kubernetes, sql, communication, deep learning, etl, streamlit, git, nlp. Education level: master.","Role BI Engineer requires at least 2 years experience. Required skills: sql, etl, leadership, aws. Preferred skills: tableau, python, git. Minimum education: master.",kubernetes;sql;communication;deep learning;etl;streamlit;git;nlp,sql;etl;leadership;aws,tableau;python;git,3,2,master,master,1
C0046,J017,"Candidate Candidate_46 has 2 years of experience. Primary skills include nlp, docker, aws, fastapi, spark, python, machine learning, statistics. Education level: master.","Role ML Engineer requires at least 4 years experience. Required skills: python, statistics, power bi, deep learning, spark, tableau. Preferred skills: leadership, kubernetes. Minimum education: phd.",nlp;docker;aws;fastapi;spark;python;machine learning;statistics,python;statistics;power bi;deep learning;spark;tableau,leadership;kubernetes,2,4,master,phd,0
C0049,J004,"Candidate Candidate_49 has 5 years of experience. Primary skills include azure, etl, power bi, kubernetes. Education level: high_school.","Role Analytics Lead requires at least 4 years experience. Required skills: deep learning, project management, nlp. Preferred skills: aws, git, power bi. Minimum education: master.",azure;etl;power bi;kubernetes,deep learning;project management;nlp,aws;git;power bi,5,4,high_school,master,0
C0060,J028,"Candidate Candidate_60 has 6 years of experience. Primary skills include streamlit, azure, etl, leadership, fastapi, deep learning, machine learning. Education level: high_school.","Role AI Product Analyst requires at least 7 years experience. Required skills: aws, python, power bi, tableau, azure. Preferred skills: git, etl. Minimum education: phd.",streamlit;azure;etl;leadership;fastapi;deep learning;machine learning,aws;python;power bi;tableau;azure,git;etl,6,7,high_school,phd,0
C0093,J010,"Candidate Candidate_93 has 2 years of experience. Primary skills include python, streamlit, tableau, leadership. Education level: phd.","Role Data Scientist requires at least 6 years experience. Required skills: deep learning, sql, tableau, etl. Preferred skills: spark, docker, aws, power bi. Minimum education: bachelor.",python;streamlit;tableau;leadership,deep learning;sql;tableau;etl,spark;docker;aws;power bi,2,6,phd,bachelor,0
C0161,J017,"Candidate Candidate_161 has 2 years of experience. Primary skills include docker, spark, fastapi, python, kubernetes, project management, machine learning, nlp. Education level: master.","Role ML Engineer requires at least 4 years experience. Required skills: python, statistics, power bi, deep learning, spark, tableau. Preferred skills: leadership, kubernetes. Minimum education: phd.",docker;spark;fastapi;python;kubernetes;project management;machine learning;nlp,python;statistics;power bi;deep learning;spark;tableau,leadership;kubernetes,2,4,master,phd,0
C0144,J010,"Candidate Candidate_144 has 4 years of experience. Primary skills include azure, deep learning, communication, machine learning, git, power bi. Education level: high_school.","Role Data Scientist requires at least 6 years experience. Required skills: deep learning, sql, tableau, etl. Preferred skills: spark, docker, aws, power bi. Minimum education: bachelor.",azure;deep learning;communication;machine learning;git;power bi,deep learning;sql;tableau;etl,spark;docker;aws;power bi,4,6,high_school,bachelor,0
C0016,J019,"Candidate Candidate_16 has 3 years of experience. Primary skills include spark, aws, communication, python, kubernetes, leadership. Education level: bachelor.","Role NLP Engineer requires at least 6 years experience. Required skills: azure, spark, project management, leadership, sql, statistics. Preferred skills: . Minimum education: phd.",spark;aws;communication;python;kubernetes;leadership,azure;spark;project management;leadership;sql;statistics,,3,6,bachelor,phd,0
C0102,J015,"Candidate Candidate_102 has 3 years of experience. Primary skills include aws, tableau, streamlit, communication. Education level: high_school.","Role Analytics Lead requires at least 3 years experience. Required skills: project management, sql, streamlit, fastapi, nlp, statistics. Preferred skills: leadership, communication. Minimum education: phd.",aws;tableau;streamlit;communication,project management;sql;streamlit;fastapi;nlp;statistics,leadership;communication,3,3,high_school,phd,0
C0209,J027,"Candidate Candidate_209 has 5 years of experience. Primary skills include deep learning, statistics, spark, etl, communication, leadership. Education level: phd.","Role NLP Engineer requires at least 3 years experience. Required skills: fastapi, project management, leadership, nlp, communication, streamlit. Preferred skills: deep learning, power bi. Minimum education: phd.",deep learning;statistics;spark;etl;communication;leadership,fastapi;project management;leadership;nlp;communication;streamlit,deep learning;power bi,5,3,phd,phd,0
